,index,date,qty,action_type,order_balance,order_id,product_id,product_name,manufacturer,product_group_code,product_group_name,model_name
21,14,2020-01-15,0,empty,0,,,,,,,
22,2007,2020-01-15,9,order,9,7962fdfc584e146afd0223c3d24444a7,223.0,Зерноуборочный комбайн John Deere S790 [551hp] (Combine rotary; Class IX),John Deere,HARV,Зерноуборочные комбайны,HARV-S790 [551hp]
23,15,2020-01-16,0,empty,0,,,,,,,
24,16,2020-01-17,0,empty,0,,,,,,,
25,17,2020-01-18,0,empty,0,,,,,,,
26,18,2020-01-19,0,empty,0,,,,,,,
27,19,2020-01-20,0,empty,0,,,,,,,
28,20,2020-01-21,0,empty,0,,,,,,,
29,21,2020-01-22,0,empty,0,,,,,,,
30,2008,2020-01-22,4,order,4,e6ede5ea1618231c31a06c0b06c3d182,136.0,Пресс-подборщик KUHN VB 2255,KUHN,TL,Прицепное оборудование,TL-VB 2255
31,22,2020-01-23,0,empty,0,,,,,,,
32,23,2020-01-24,0,empty,0,,,,,,,
33,24,2020-01-25,0,empty,0,,,,,,,
34,25,2020-01-26,0,empty,0,,,,,,,
35,26,2020-01-27,0,empty,0,,,,,,,
36,27,2020-01-28,0,empty,0,,,,,,,
37,2012,2020-01-29,1,order,1,8863744bdca8e8b2264fe1244913a1ae,155.0,Трактор John Deere 9410R [410hp] (Tractor 4WD; Tractor 4WD),John Deere,TR,Тракторы,TR-9410R [410hp]
38,2009,2020-01-29,1,order,1,467ee4b7d876a4b0ec64e8ddba5b9176,214.0,Зерноуборочный комбайн John Deere 9870 STS [440hp] (Combine rotary; Class VIII),John Deere,HARV,Зерноуборочные комбайны,HARV-9870 STS [440hp]
39,2010,2020-01-29,4,order,4,f9a8decb8e51dc4e7fd945bf05749854,68.0,Почвообрабатывающая техника John Deere 2430,John Deere,TL,Прицепное оборудование,TL-2430
40,2011,2020-01-29,7,order,7,bc6deab6e580226b8de90b941070d66a,225.0,Зерноуборочный комбайн John Deere 1550 CWS [230hp] (Combine walker; Class V),John Deere,HARV,Зерноуборочные комбайны,HARV-1550 CWS [230hp]
41,2013,2020-01-29,6,order,6,8c5437725a1a86147dbf5c7a1b0792af,112.0,Культиватор KUHN PERFORMER 5000,KUHN,TL,Прицепное оборудование,TL-PERFORMER 5000
42,28,2020-01-29,0,empty,0,,,,,,,
43,29,2020-01-30,0,empty,0,,,,,,,
44,30,2020-01-31,0,empty,0,,,,,,,
45,31,2020-02-01,0,empty,0,,,,,,,
46,32,2020-02-02,0,empty,0,,,,,,,
47,33,2020-02-03,0,empty,0,,,,,,,
48,34,2020-02-04,0,empty,0,,,,,,,
49,35,2020-02-05,0,empty,0,,,,,,,
50,2014,2020-02-05,7,order,7,61a867056e09d3e2f1265de6988ccf89,185.0,Трактор John Deere 7930 [220hp] (Tractor MFWD; CCM),John Deere,TR,Тракторы,TR-7930 [220hp]
51,2015,2020-02-05,3,order,3,ca20b803136e79412b676a803442c0e9,29.0,Косилки-плющилки John Deere 635,John Deere,TL,Прицепное оборудование,TL-635
52,36,2020-02-06,0,empty,0,,,,,,,
53,37,2020-02-07,0,empty,0,,,,,,,
54,38,2020-02-08,0,empty,0,,,,,,,
55,39,2020-02-09,0,empty,0,,,,,,,
56,40,2020-02-10,0,empty,0,,,,,,,
57,41,2020-02-11,0,empty,0,,,,,,,
58,2016,2020-02-12,9,order,9,f6a0da92f19cb37ef8e9ff768499b347,34.0,Косилки-плющилки John Deere R950R,John Deere,TL,Прицепное оборудование,TL-R950R
59,42,2020-02-12,0,empty,0,,,,,,,
60,43,2020-02-13,0,empty,0,,,,,,,
61,44,2020-02-14,0,empty,0,,,,,,,
62,45,2020-02-15,0,empty,0,,,,,,,
63,46,2020-02-16,0,empty,0,,,,,,,
64,47,2020-02-17,0,empty,0,,,,,,,
65,48,2020-02-18,0,empty,0,,,,,,,
66,2017,2020-02-19,3,order,3,30b9732ac1b98d919acfdf6d790ceab5,60.0,Сеялки точного высева John Deere DB37 (междурядье 70),John Deere,TL,Прицепное оборудование,TL-DB37 (междурядье 70)
67,2018,2020-02-19,9,order,9,50fedc8b39d51de832970bd1914ea3bc,64.0,Сеялки точного высева John Deere DB55 (междурядье 45/70),John Deere,TL,Прицепное оборудование,TL-DB55 (междурядье 45/70)
68,2019,2020-02-19,3,order,3,1e0c2698d851396d8e821208ffcd7dab,232.0,Зерноуборочный комбайн John Deere W660 [320hp] (Combine walker; Class VI),John Deere,HARV,Зерноуборочные комбайны,HARV-W660 [320hp]
69,2020,2020-02-19,6,order,6,14f5cf770644c8eae236b7c9d26d4c5d,162.0,Трактор John Deere 9530 [491hp] (Tractor 4WD; Tractor 4WD),John Deere,TR,Тракторы,TR-9530 [491hp]
70,49,2020-02-19,0,empty,0,,,,,,,
71,50,2020-02-20,0,empty,0,,,,,,,
72,51,2020-02-21,0,empty,0,,,,,,,
73,52,2020-02-22,0,empty,0,,,,,,,
74,53,2020-02-23,0,empty,0,,,,,,,
75,54,2020-02-24,0,empty,0,,,,,,,
76,55,2020-02-25,0,empty,0,,,,,,,
77,2024,2020-02-26,4,order,4,24cb96977efa25c0c690037acb2fb933,79.0,Разбрасыватель удобрений John Deere DN218,John Deere,TL,Прицепное оборудование,TL-DN218
78,2023,2020-02-26,7,order,7,37a96c72105dae83e4d48cef11f4f88d,103.0,Борона KUHN TDH 8210-34,KUHN,TL,Прицепное оборудование,TL-TDH 8210-34
79,2022,2020-02-26,1,order,1,b3b3fa12d74d978f4750f11fdf56bc4f,61.0,Сеялки точного высева John Deere DB55 (междурядье 70),John Deere,TL,Прицепное оборудование,TL-DB55 (междурядье 70)
80,2021,2020-02-26,1,order,1,ba284b71a7a33cd07f62e74b6fe46094,225.0,Зерноуборочный комбайн John Deere 1550 CWS [230hp] (Combine walker; Class V),John Deere,HARV,Зерноуборочные комбайны,HARV-1550 CWS [230hp]
81,56,2020-02-26,0,empty,0,,,,,,,
82,2025,2020-02-26,6,order,6,2a3accd690f3ba4089f3f95d3363682a,170.0,Трактор John Deere 6095B [95hp] (Tractor MFWD; APL),John Deere,TR,Тракторы,TR-6095B [95hp]
83,57,2020-02-27,0,empty,0,,,,,,,
84,58,2020-02-28,0,empty,0,,,,,,,
85,59,2020-02-29,0,empty,0,,,,,,,
86,60,2020-03-01,0,empty,0,,,,,,,
87,61,2020-03-02,0,empty,0,,,,,,,
88,62,2020-03-03,0,empty,0,,,,,,,
89,63,2020-03-04,0,empty,0,,,,,,,
90,2026,2020-03-04,4,order,4,2b0ab03c2e404a33df624f105142b6c9,196.0,Трактор John Deere 8430 [305hp] (Tractor MFWD; CCH),John Deere,TR,Тракторы,TR-8430 [305hp]
91,64,2020-03-05,0,empty,0,,,,,,,
92,65,2020-03-06,0,empty,0,,,,,,,
93,66,2020-03-07,0,empty,0,,,,,,,
94,67,2020-03-08,0,empty,0,,,,,,,
95,68,2020-03-09,0,empty,0,,,,,,,
96,69,2020-03-10,0,empty,0,,,,,,,
97,70,2020-03-11,0,empty,0,,,,,,,
98,2028,2020-03-11,5,order,5,8e3ee1899bc25747698f3280f7a42ab5,178.0,Трактор John Deere 6155M [155hp] (Tractor MFWD; CCM),John Deere,TR,Тракторы,TR-6155M [155hp]
99,2027,2020-03-11,6,order,6,0e13729b60eeb090ee9d163f33569b20,215.0,Зерноуборочный комбайн John Deere S550 [290hp] (Combine rotary; Class VI),John Deere,HARV,Зерноуборочные комбайны,HARV-S550 [290hp]
100,2029,2020-03-11,4,order,4,c33d9ab125f649afffbc8166f7431fe8,228.0,Зерноуборочный комбайн John Deere T670 [397hp] (Combine walker; Class VII),John Deere,HARV,Зерноуборочные комбайны,HARV-T670 [397hp]
101,71,2020-03-12,0,empty,0,,,,,,,
102,72,2020-03-13,0,empty,0,,,,,,,
103,73,2020-03-14,0,empty,0,,,,,,,
104,74,2020-03-15,0,empty,0,,,,,,,
105,75,2020-03-16,0,empty,0,,,,,,,
106,76,2020-03-17,0,empty,0,,,,,,,
107,77,2020-03-18,0,empty,0,,,,,,,
108,2031,2020-03-18,5,order,5,9d1edfbb833de769894eddbaea982b55,136.0,Пресс-подборщик KUHN VB 2255,KUHN,TL,Прицепное оборудование,TL-VB 2255
109,2033,2020-03-18,1,order,1,da50505e74080243cbb418b6084ade2e,131.0,Косилка-плющилка KUHN FC 3561 TL,KUHN,TL,Прицепное оборудование,TL-FC 3561 TL
110,2032,2020-03-18,6,order,6,701317d9dc62b72a2e5bb098f6667f4f,195.0,Трактор John Deere 8370R [370hp] (Tractor MFWD; CCH),John Deere,TR,Тракторы,TR-8370R [370hp]
111,2034,2020-03-18,7,order,7,06866e48d0ef21416779d9932fa534d0,122.0,Косилка-плющилка KUHN 	FC 3125 F,KUHN,TL,Прицепное оборудование,TL-	FC 3125 F
112,2030,2020-03-18,10,order,10,37f080889e149571f761ed371acac959,211.0,Трактор John Deere 9570RT [570hp] (Tractor Track; Tractor Track),John Deere,TR,Тракторы,TR-9570RT [570hp]
113,78,2020-03-19,0,empty,0,,,,,,,
114,79,2020-03-20,0,empty,0,,,,,,,
115,80,2020-03-21,0,empty,0,,,,,,,
116,81,2020-03-22,0,empty,0,,,,,,,
117,82,2020-03-23,0,empty,0,,,,,,,
118,83,2020-03-24,0,empty,0,,,,,,,
119,2035,2020-03-25,7,order,7,1bb30c481da3c40f53a0624eb7e87a56,33.0,Косилки-плющилки John Deere R870R,John Deere,TL,Прицепное оборудование,TL-R870R
120,2039,2020-03-25,7,order,7,017f4cda9214c838961288fc3e033540,69.0,Почвообрабатывающая техника John Deere 2635,John Deere,TL,Прицепное оборудование,TL-2635
121,2038,2020-03-25,6,order,6,fb11e366a15bf89943fe101113962cca,128.0,Косилка-плющилка KUHN FC 8830 D,KUHN,TL,Прицепное оборудование,TL-FC 8830 D
122,2037,2020-03-25,3,order,3,df59f9da0f69cd87b654bf1fedd263f0,231.0,Зерноуборочный комбайн John Deere W650 [320hp] (Combine walker; Class VI),John Deere,HARV,Зерноуборочные комбайны,HARV-W650 [320hp]
123,2036,2020-03-25,5,order,5,b99fa540134ccd9b8eadc660219e72a0,230.0,Зерноуборочный комбайн John Deere W540 [255hp] (Combine walker; Class V),John Deere,HARV,Зерноуборочные комбайны,HARV-W540 [255hp]
124,84,2020-03-25,0,empty,0,,,,,,,
125,85,2020-03-26,0,empty,0,,,,,,,
126,86,2020-03-27,0,empty,0,,,,,,,
127,87,2020-03-28,0,empty,0,,,,,,,
128,88,2020-03-29,0,empty,0,,,,,,,
129,89,2020-03-30,0,empty,0,,,,,,,
130,90,2020-03-31,0,empty,0,,,,,,,
131,2042,2020-04-01,9,order,9,397958f319d41cf4cec91ddc14d9b15d,14.0,Прицепные опрыскиватели John Deere M962,John Deere,SPR,Опрыскиватели,SPR-M962
132,2040,2020-04-01,4,order,4,5d272f3563872beb0946e2a78dac0f46,164.0,Трактор John Deere 9560T [560hp] (Tractor 4WD; Tractor 4WD),John Deere,TR,Тракторы,TR-9560T [560hp]
133,2041,2020-04-01,8,order,8,20dfab2def537eaa7bfbb64f686bf2d7,118.0,Опрыскиватель KUHN LEXIS 2400-3000 L,KUHN,SPR,Опрыскиватели,SPR-LEXIS 2400-3000 L
134,2043,2020-04-01,10,order,10,03d8ab17cfe8da46ba3d4fba624777f4,126.0,Косилка-плющилка KUHN FC 4061 TC,KUHN,TL,Прицепное оборудование,TL-FC 4061 TC
135,91,2020-04-01,0,empty,0,,,,,,,
136,92,2020-04-02,0,empty,0,,,,,,,
137,93,2020-04-03,0,empty,0,,,,,,,
138,94,2020-04-04,0,empty,0,,,,,,,
139,95,2020-04-05,0,empty,0,,,,,,,
140,96,2020-04-06,0,empty,0,,,,,,,
141,97,2020-04-07,0,empty,0,,,,,,,
142,98,2020-04-08,0,empty,0,,,,,,,
143,2046,2020-04-08,5,order,5,0a27fc2c08e315e7e645bd7412931bc2,136.0,Пресс-подборщик KUHN VB 2255,KUHN,TL,Прицепное оборудование,TL-VB 2255
144,2045,2020-04-08,7,order,7,0ceab7146baf3d3f95a3213556d4e38e,135.0,Пресс-подборщик KUHN FB 3135,KUHN,TL,Прицепное оборудование,TL-FB 3135
145,2044,2020-04-08,5,order,5,258267b238907e968439d535168fe5ca,176.0,Трактор John Deere 6140M [140hp] (Tractor MFWD; APH),John Deere,TR,Тракторы,TR-6140M [140hp]
146,99,2020-04-09,0,empty,0,,,,,,,
147,100,2020-04-10,0,empty,0,,,,,,,
148,101,2020-04-11,0,empty,0,,,,,,,
149,102,2020-04-12,0,empty,0,,,,,,,
150,103,2020-04-13,0,empty,0,,,,,,,
151,104,2020-04-14,0,empty,0,,,,,,,
152,2047,2020-04-15,3,order,3,6313eb596750bd63c2069d6c5174e921,41.0,Фронтальные навесные погрузчики John Deere 663R,John Deere,TL,Прицепное оборудование,TL-663R
153,2048,2020-04-15,1,order,1,c347460704a0d15c22c3afd2899d13cb,154.0,Трактор John Deere 9330 [388hp] (Tractor 4WD; CCH),John Deere,TR,Тракторы,TR-9330 [388hp]
154,2049,2020-04-15,7,order,7,1f066ea77a884d0e87a3d2dc4d53aa0e,5.0,Самоходный опрыскиватель John Deere M4030,John Deere,SPR,Опрыскиватели,SPR-M4030
155,2050,2020-04-15,6,order,6,4c01cb3f52520d39e81cf34288a15a4b,70.0,Почвообрабатывающая техника John Deere 2720,John Deere,TL,Прицепное оборудование,TL-2720
156,105,2020-04-15,0,empty,0,,,,,,,
157,106,2020-04-16,0,empty,0,,,,,,,
158,107,2020-04-17,0,empty,0,,,,,,,
159,108,2020-04-18,0,empty,0,,,,,,,
160,109,2020-04-19,0,empty,0,,,,,,,
161,110,2020-04-20,0,empty,0,,,,,,,
162,111,2020-04-21,0,empty,0,,,,,,,
163,2053,2020-04-22,3,order,3,f550d57f72a90486375e446038e7d7c3,46.0,Пневматическая сеялка John Deere P500,John Deere,TL,Прицепное оборудование,TL-P500
164,2051,2020-04-22,7,order,7,8561721beff3002a2210b20f12195304,42.0,Фронтальные навесные погрузчики John Deere 562,John Deere,TL,Прицепное оборудование,TL-562
165,2052,2020-04-22,10,order,10,86c50e57eeae1a70730773e250b6e8f8,85.0,Самоходная косилка John Deere W150,John Deere,TL,Прицепное оборудование,TL-W150
166,112,2020-04-22,0,empty,0,,,,,,,
167,113,2020-04-23,0,empty,0,,,,,,,
168,114,2020-04-24,0,empty,0,,,,,,,
169,115,2020-04-25,0,empty,0,,,,,,,
170,116,2020-04-26,0,empty,0,,,,,,,
171,117,2020-04-27,0,empty,0,,,,,,,
172,118,2020-04-28,0,empty,0,,,,,,,
173,119,2020-04-29,0,empty,0,,,,,,,
174,2054,2020-04-29,4,order,4,93452a3497a2e8e45f2e0590c6b8d248,47.0,Пневматическая сеялка John Deere 1890,John Deere,TL,Прицепное оборудование,TL-1890
175,120,2020-04-30,0,empty,0,,,,,,,
176,121,2020-05-01,0,empty,0,,,,,,,
177,122,2020-05-02,0,empty,0,,,,,,,
178,123,2020-05-03,0,empty,0,,,,,,,
179,124,2020-05-04,0,empty,0,,,,,,,
180,125,2020-05-05,0,empty,0,,,,,,,
181,126,2020-05-06,0,empty,0,,,,,,,
182,2056,2020-05-06,3,order,3,a5d6cd32bcd39556acb65b14e1bcd8f9,78.0,Почвообрабатывающая техника John Deere 2633VT,John Deere,TL,Прицепное оборудование,TL-2633VT
183,2057,2020-05-06,4,order,4,4839b8efa7bcfa4b7a2b2a8300218144,66.0,Почвообрабатывающая техника John Deere 913,John Deere,TL,Прицепное оборудование,TL-913
184,2058,2020-05-06,10,order,10,c3f1588b428b0d462966da0fca4a5a57,118.0,Опрыскиватель KUHN LEXIS 2400-3000 L,KUHN,SPR,Опрыскиватели,SPR-LEXIS 2400-3000 L
185,2055,2020-05-06,2,order,2,3c0f750458c26fbb6464f552431c0494,152.0,Разбрасыватель KUHN PSC 171,KUHN,TL,Прицепное оборудование,TL-PSC 171
186,127,2020-05-07,0,empty,0,,,,,,,
187,128,2020-05-08,0,empty,0,,,,,,,
188,129,2020-05-09,0,empty,0,,,,,,,
189,130,2020-05-10,0,empty,0,,,,,,,
190,131,2020-05-11,0,empty,0,,,,,,,
191,132,2020-05-12,0,empty,0,,,,,,,
192,2062,2020-05-13,10,order,10,625adbd18f64aeb17a7469b7217377b6,158.0,Трактор John Deere 9460R [460hp] (Tractor 4WD; Tractor 4WD),John Deere,TR,Тракторы,TR-9460R [460hp]
193,2061,2020-05-13,2,order,2,e8899fa9e36a6c594eb8557819bb6d7c,155.0,Трактор John Deere 9410R [410hp] (Tractor 4WD; Tractor 4WD),John Deere,TR,Тракторы,TR-9410R [410hp]
194,2063,2020-05-13,9,order,9,f78102d7c7ba2836e5728944e4260355,80.0,Разбрасыватель удобрений John Deere DN224,John Deere,TL,Прицепное оборудование,TL-DN224
195,2060,2020-05-13,7,order,7,92d0b07d6784edac134f4416ba1f1d0d,101.0,Борона KUHN TDH 8210-28,KUHN,TL,Прицепное оборудование,TL-TDH 8210-28
196,133,2020-05-13,0,empty,0,,,,,,,
197,2059,2020-05-13,4,order,4,908d44fa60610a0414cdea730bd8d323,182.0,Трактор John Deere 6930 [155hp] (Tractor MFWD; CCM),John Deere,TR,Тракторы,TR-6930 [155hp]
198,134,2020-05-14,0,empty,0,,,,,,,
199,135,2020-05-15,0,empty,0,,,,,,,
200,136,2020-05-16,0,empty,0,,,,,,,
201,137,2020-05-17,0,empty,0,,,,,,,
202,138,2020-05-18,0,empty,0,,,,,,,
203,139,2020-05-19,0,empty,0,,,,,,,
204,2066,2020-05-20,1,order,1,2cb35f814fb7fde444724d993bc21265,205.0,Трактор John Deere 9470RT [470hp] (Tractor Track; Tractor Track),John Deere,TR,Тракторы,TR-9470RT [470hp]
205,2064,2020-05-20,4,order,4,8e0c14b28b1522b627b8518434fe1eac,50.0,Зерновые сеялки John Deere 455,John Deere,TL,Прицепное оборудование,TL-455
206,2065,2020-05-20,8,order,8,99ff5ab97632a54419e5efe0a35fe502,36.0,Косилки-плющилки John Deere F310R,John Deere,TL,Прицепное оборудование,TL-F310R
207,140,2020-05-20,0,empty,0,,,,,,,
208,2067,2020-05-20,8,order,8,7317a44b8ab2b9a5ba3863d58de8a45e,174.0,Трактор John Deere 6130D [130hp] (Tractor MFWD; APH),John Deere,TR,Тракторы,TR-6130D [130hp]
209,2068,2020-05-20,7,order,7,f71813e31810adf235702aa413879c41,22.0,Пресс-подборщик John Deere L624,John Deere,TL,Прицепное оборудование,TL-L624
210,141,2020-05-21,0,empty,0,,,,,,,
211,142,2020-05-22,0,empty,0,,,,,,,
212,143,2020-05-23,0,empty,0,,,,,,,
213,144,2020-05-24,0,empty,0,,,,,,,
214,145,2020-05-25,0,empty,0,,,,,,,
215,146,2020-05-26,0,empty,0,,,,,,,
216,2070,2020-05-27,5,order,5,c192f266691849b040d3c2d7326bf944,222.0,Зерноуборочный комбайн John Deere S780 [480hp] (Combine rotary; Class VIII),John Deere,HARV,Зерноуборочные комбайны,HARV-S780 [480hp]
217,2069,2020-05-27,9,order,9,b3d351cf01e5d7cf58217f9f4787a161,204.0,Трактор John Deere 9460RT [460hp] (Tractor Track; Tractor Track),John Deere,TR,Тракторы,TR-9460RT [460hp]
218,2073,2020-05-27,8,order,8,d05eb916f0ba08a82f274249261606f7,192.0,Трактор John Deere 8330 [280hp] (Tractor MFWD; CCH),John Deere,TR,Тракторы,TR-8330 [280hp]
219,147,2020-05-27,0,empty,0,,,,,,,
220,2072,2020-05-27,4,order,4,1a97cf5d160d384dacc6f9a1e5e34375,22.0,Пресс-подборщик John Deere L624,John Deere,TL,Прицепное оборудование,TL-L624
221,2071,2020-05-27,7,order,7,8925b713d84609d5eb7c881a5b4e95b5,29.0,Косилки-плющилки John Deere 635,John Deere,TL,Прицепное оборудование,TL-635
222,148,2020-05-28,0,empty,0,,,,,,,
223,149,2020-05-29,0,empty,0,,,,,,,
224,150,2020-05-30,0,empty,0,,,,,,,
225,151,2020-05-31,0,empty,0,,,,,,,
226,152,2020-06-01,0,empty,0,,,,,,,
227,153,2020-06-02,0,empty,0,,,,,,,
228,2074,2020-06-03,4,order,4,beba1705b8848a0af59bfb16476d16bd,155.0,Трактор John Deere 9410R [410hp] (Tractor 4WD; Tractor 4WD),John Deere,TR,Тракторы,TR-9410R [410hp]
229,2075,2020-06-03,7,order,7,de611dee7c25321bd47fc8b64b9b48d7,13.0,Прицепные опрыскиватели John Deere M952,John Deere,SPR,Опрыскиватели,SPR-M952
230,154,2020-06-03,0,empty,0,,,,,,,
231,2076,2020-06-03,7,order,7,e98013fa71ac4342598da08abb0b72ad,75.0,Почвообрабатывающая техника John Deere 2330,John Deere,TL,Прицепное оборудование,TL-2330
232,155,2020-06-04,0,empty,0,,,,,,,
233,156,2020-06-05,0,empty,0,,,,,,,
234,157,2020-06-06,0,empty,0,,,,,,,
235,158,2020-06-07,0,empty,0,,,,,,,
236,159,2020-06-08,0,empty,0,,,,,,,
237,160,2020-06-09,0,empty,0,,,,,,,
238,2077,2020-06-10,10,order,10,a1a4215a7dd91bca54d7329c9bd30409,114.0,Культиватор KUHN PERFORMER 7000,KUHN,TL,Прицепное оборудование,TL-PERFORMER 7000
239,2078,2020-06-10,4,order,4,9bca4b56c50e2f64cd54f6132980adf1,34.0,Косилки-плющилки John Deere R950R,John Deere,TL,Прицепное оборудование,TL-R950R
240,2079,2020-06-10,3,order,3,5d5f4989f0b23fc3b5efc9cacb91f89c,195.0,Трактор John Deere 8370R [370hp] (Tractor MFWD; CCH),John Deere,TR,Тракторы,TR-8370R [370hp]
241,161,2020-06-10,0,empty,0,,,,,,,
242,162,2020-06-11,0,empty,0,,,,,,,
243,163,2020-06-12,0,empty,0,,,,,,,
244,164,2020-06-13,0,empty,0,,,,,,,
245,165,2020-06-14,0,empty,0,,,,,,,
246,166,2020-06-15,0,empty,0,,,,,,,
247,167,2020-06-16,0,empty,0,,,,,,,
248,2080,2020-06-17,5,order,5,a5965634718cd918f1312d01106cbb96,100.0,Борона KUHN TDH 8210-25,KUHN,TL,Прицепное оборудование,TL-TDH 8210-25
249,168,2020-06-17,0,empty,0,,,,,,,
250,169,2020-06-18,0,empty,0,,,,,,,
251,170,2020-06-19,0,empty,0,,,,,,,
252,171,2020-06-20,0,empty,0,,,,,,,
253,172,2020-06-21,0,empty,0,,,,,,,
254,173,2020-06-22,0,empty,0,,,,,,,
255,174,2020-06-23,0,empty,0,,,,,,,
256,2084,2020-06-24,5,order,5,de0507f5e1338fa72414b1adf71d84f6,90.0,Трактор JCB Fastrac 8330,JCB,TR,Тракторы,TR-Fastrac 8330
257,2083,2020-06-24,3,order,3,2ffbff22830c6b3af55c1ab444bab8dc,1.0,Самоходный опрыскиватель John Deere R4038,John Deere,SPR,Опрыскиватели,SPR-R4038
258,2082,2020-06-24,4,order,4,c8b9e5fbc620f1555eacaf1ea7cd8388,211.0,Трактор John Deere 9570RT [570hp] (Tractor Track; Tractor Track),John Deere,TR,Тракторы,TR-9570RT [570hp]
259,2081,2020-06-24,3,order,3,c5e040efed75db5f974530c8a7c7e141,49.0,Пневматическая сеялка John Deere 1910,John Deere,TL,Прицепное оборудование,TL-1910
260,175,2020-06-24,0,empty,0,,,,,,,
261,2085,2020-06-24,7,order,7,345c439433689ae54cf08c450c9c3cfc,24.0,Пресс-подборщик John Deere L634,John Deere,TL,Прицепное оборудование,TL-L634
262,176,2020-06-25,0,empty,0,,,,,,,
263,177,2020-06-26,0,empty,0,,,,,,,
264,178,2020-06-27,0,empty,0,,,,,,,
265,179,2020-06-28,0,empty,0,,,,,,,
266,180,2020-06-29,0,empty,0,,,,,,,
267,181,2020-06-30,0,empty,0,,,,,,,
268,2087,2020-07-01,2,order,2,2b3edef3f0f53ca0b5cec14b8d87f5cf,177.0,Трактор John Deere 6150M [150hp] (Tractor MFWD; CCM),John Deere,TR,Тракторы,TR-6150M [150hp]
269,2086,2020-07-01,10,order,10,79dbfdb744c14b9f1d2164fccdadda7a,205.0,Трактор John Deere 9470RT [470hp] (Tractor Track; Tractor Track),John Deere,TR,Тракторы,TR-9470RT [470hp]
270,182,2020-07-01,0,empty,0,,,,,,,
271,183,2020-07-02,0,empty,0,,,,,,,
272,184,2020-07-03,0,empty,0,,,,,,,
273,185,2020-07-04,0,empty,0,,,,,,,
274,186,2020-07-05,0,empty,0,,,,,,,
275,187,2020-07-06,0,empty,0,,,,,,,
276,188,2020-07-07,0,empty,0,,,,,,,
277,189,2020-07-08,0,empty,0,,,,,,,
278,2088,2020-07-08,5,order,5,176830b08872292fde250e7af4ca945d,59.0,Сеялки точного высева John Deere DB37 (междурядье 45/70),John Deere,TL,Прицепное оборудование,TL-DB37 (междурядье 45/70)
279,2089,2020-07-08,2,order,2,fc30373ba88924aa9cf9b9da1ba9f2c2,34.0,Косилки-плющилки John Deere R950R,John Deere,TL,Прицепное оборудование,TL-R950R
280,2090,2020-07-08,4,order,4,786fac75f507cf8be67b770b31596700,216.0,Зерноуборочный комбайн John Deere S660 [343hp] (Combine rotary; Class VII),John Deere,HARV,Зерноуборочные комбайны,HARV-S660 [343hp]
281,2091,2020-07-08,3,order,3,b846e728868fbfdd0649adc78a569196,83.0,Разбрасыватель удобрений John Deere DN456,John Deere,TL,Прицепное оборудование,TL-DN456
282,2092,2020-07-08,2,order,2,dbac8ea1c9b16aed1272bdcc32e24f43,99.0,Борона KUHN TDH 8210-22,KUHN,TL,Прицепное оборудование,TL-TDH 8210-22
283,190,2020-07-09,0,empty,0,,,,,,,
284,191,2020-07-10,0,empty,0,,,,,,,
285,192,2020-07-11,0,empty,0,,,,,,,
286,193,2020-07-12,0,empty,0,,,,,,,
287,194,2020-07-13,0,empty,0,,,,,,,
