,index,date,qty,action_type,order_balance,order_id,product_id,product_name,manufacturer,product_group_code,product_group_name,model_name
60,81,2020-02-12,8,order,8,4a7573e41e76fbb16b2eb2c7f946c540,2.0,Самоходный опрыскиватель John Deere R4023,John Deere,SPR,Опрыскиватели,SPR-R4023
61,92,2020-02-12,5,order,5,74bdfc5704619202d81fdc6f9b9b694b,36.0,Косилки-плющилки John Deere F310R,John Deere,TL,Прицепное оборудование,TL-F310R
62,96,2020-02-13,0,empty,0,,,,,,,
63,97,2020-02-14,0,empty,0,,,,,,,
64,98,2020-02-15,0,empty,0,,,,,,,
65,24,2020-02-15,-2,delivery,2,10244178fdc1fca2bd550f8d76cf526a,92.0,погрузчик JCB JCB 541-70,JCB,LDR,Погрузчики,LDR-JCB 541-70
66,99,2020-02-16,0,empty,0,,,,,,,
67,100,2020-02-17,0,empty,0,,,,,,,
68,101,2020-02-18,0,empty,0,,,,,,,
69,55,2020-02-18,-5,delivery,3,f36656f57e0dfd81f7707207635d366b,225.0,Зерноуборочный комбайн John Deere 1550 CWS [230hp] (Combine walker; Class V),John Deere,HARV,Зерноуборочные комбайны,HARV-1550 CWS [230hp]
70,12,2020-02-18,-1,delivery,0,42ac76da942057fb57c6c21631466fe6,215.0,Зерноуборочный комбайн John Deere S550 [290hp] (Combine rotary; Class VI),John Deere,HARV,Зерноуборочные комбайны,HARV-S550 [290hp]
71,102,2020-02-19,0,empty,0,,,,,,,
72,103,2020-02-19,5,order,5,d7591681fa50e6ec9540e240e989a3a9,145.0,Разбрасыватель KUHN 8124,KUHN,TL,Прицепное оборудование,TL-8124
73,105,2020-02-20,0,empty,0,,,,,,,
74,106,2020-02-21,0,empty,0,,,,,,,
75,21,2020-02-21,-4,delivery,1,9cae5578941b82e42d5b36aedcd13e27,113.0,Культиватор KUHN PERFORMER 6000,KUHN,TL,Прицепное оборудование,TL-PERFORMER 6000
76,107,2020-02-22,0,empty,0,,,,,,,
77,108,2020-02-23,0,empty,0,,,,,,,
78,32,2020-02-24,-4,delivery,1,1a3a881af94fdb78ec3f016055176cad,122.0,Косилка-плющилка KUHN 	FC 3125 F,KUHN,TL,Прицепное оборудование,TL-	FC 3125 F
79,109,2020-02-24,0,empty,0,,,,,,,
80,110,2020-02-25,0,empty,0,,,,,,,
81,112,2020-02-26,10,order,10,89af46d896a3c6421bd571ae81bba317,139.0,Пресс-подборщик KUHN 	VB 2285,KUHN,TL,Прицепное оборудование,TL-	VB 2285
82,111,2020-02-26,0,empty,0,,,,,,,
83,117,2020-02-27,0,empty,0,,,,,,,
84,118,2020-02-28,0,empty,0,,,,,,,
85,119,2020-02-29,0,empty,0,,,,,,,
86,2,2020-03-01,-1,delivery,0,f5cf82c294e56e9eab7da288d32bf07e,29.0,Косилки-плющилки John Deere 635,John Deere,TL,Прицепное оборудование,TL-635
87,120,2020-03-01,0,empty,0,,,,,,,
88,121,2020-03-02,0,empty,0,,,,,,,
89,43,2020-03-03,-1,delivery,1,c0d19c1643d4f259a67a3d6a7eee0272,207.0,Трактор John Deere 9520RT [520hp] (Tractor Track; Tractor Track),John Deere,TR,Тракторы,TR-9520RT [520hp]
90,28,2020-03-03,-2,delivery,2,7fbda2b70be210d5a6530b0f40e4299d,6.0,Самоходный опрыскиватель John Deere M4040,John Deere,SPR,Опрыскиватели,SPR-M4040
91,122,2020-03-03,0,empty,0,,,,,,,
92,93,2020-03-04,-1,delivery,4,74bdfc5704619202d81fdc6f9b9b694b,36.0,Косилки-плющилки John Deere F310R,John Deere,TL,Прицепное оборудование,TL-F310R
93,129,2020-03-04,9,order,9,c96631efa1370ced418b700160e969b4,48.0,Пневматическая сеялка John Deere N500F ,John Deere,TL,Прицепное оборудование,TL-N500F 
94,135,2020-03-04,1,order,1,463c3ab143028b26b37bbce38496e4dd,16.0,Пресс-подборщик John Deere V451G,John Deere,TL,Прицепное оборудование,TL-V451G
95,137,2020-03-04,0,empty,0,,,,,,,
96,138,2020-03-04,3,order,3,7657cd6ac1631c0a640d792924a302eb,96.0,погрузчик JCB JCB 536-60 Agri,JCB,LDR,Погрузчики,LDR-JCB 536-60 Agri
97,126,2020-03-04,10,order,10,fa226867f1f65be59358a44db92d2d1f,3.0,Самоходный опрыскиватель John Deere 4630,John Deere,SPR,Опрыскиватели,SPR-4630
98,123,2020-03-04,9,order,9,67784b06bc796eb610b03bc627279924,177.0,Трактор John Deere 6150M [150hp] (Tractor MFWD; CCM),John Deere,TR,Тракторы,TR-6150M [150hp]
99,22,2020-03-05,-1,delivery,0,9cae5578941b82e42d5b36aedcd13e27,113.0,Культиватор KUHN PERFORMER 6000,KUHN,TL,Прицепное оборудование,TL-PERFORMER 6000
100,142,2020-03-05,0,empty,0,,,,,,,
101,143,2020-03-06,0,empty,0,,,,,,,
102,60,2020-03-06,-9,delivery,1,9d74f1faf109e25fbc63b28dcfbfc6a1,191.0,Трактор John Deere 8320R [320hp] (Tractor MFWD; CCH),John Deere,TR,Тракторы,TR-8320R [320hp]
103,86,2020-03-06,-1,delivery,6,e95dd6b3e4e4943cbf118ac21048ca8f,144.0,Разбрасыватель KUHN 8118,KUHN,TL,Прицепное оборудование,TL-8118
104,144,2020-03-07,0,empty,0,,,,,,,
105,145,2020-03-08,0,empty,0,,,,,,,
106,146,2020-03-09,0,empty,0,,,,,,,
107,147,2020-03-10,0,empty,0,,,,,,,
108,148,2020-03-11,7,order,7,86b3d4335032c1109918de016525338f,152.0,Разбрасыватель KUHN PSC 171,KUHN,TL,Прицепное оборудование,TL-PSC 171
109,152,2020-03-11,0,empty,0,,,,,,,
110,153,2020-03-12,0,empty,0,,,,,,,
111,154,2020-03-13,0,empty,0,,,,,,,
112,155,2020-03-14,0,empty,0,,,,,,,
113,124,2020-03-14,-4,delivery,5,67784b06bc796eb610b03bc627279924,177.0,Трактор John Deere 6150M [150hp] (Tractor MFWD; CCM),John Deere,TR,Тракторы,TR-6150M [150hp]
114,56,2020-03-14,-3,delivery,0,f36656f57e0dfd81f7707207635d366b,225.0,Зерноуборочный комбайн John Deere 1550 CWS [230hp] (Combine walker; Class V),John Deere,HARV,Зерноуборочные комбайны,HARV-1550 CWS [230hp]
115,25,2020-03-14,-1,delivery,1,10244178fdc1fca2bd550f8d76cf526a,92.0,погрузчик JCB JCB 541-70,JCB,LDR,Погрузчики,LDR-JCB 541-70
116,136,2020-03-14,-1,delivery,0,463c3ab143028b26b37bbce38496e4dd,16.0,Пресс-подборщик John Deere V451G,John Deere,TL,Прицепное оборудование,TL-V451G
117,156,2020-03-15,0,empty,0,,,,,,,
118,157,2020-03-16,0,empty,0,,,,,,,
119,158,2020-03-17,0,empty,0,,,,,,,
120,33,2020-03-18,-1,delivery,0,1a3a881af94fdb78ec3f016055176cad,122.0,Косилка-плющилка KUHN 	FC 3125 F,KUHN,TL,Прицепное оборудование,TL-	FC 3125 F
121,163,2020-03-18,1,order,1,bc845d2fcb2f946a1c687f9705ac8bc2,196.0,Трактор John Deere 8430 [305hp] (Tractor MFWD; CCH),John Deere,TR,Тракторы,TR-8430 [305hp]
122,160,2020-03-18,5,order,5,70ffc0f6dba9be31b0f9c44bef922d4e,131.0,Косилка-плющилка KUHN FC 3561 TL,KUHN,TL,Прицепное оборудование,TL-FC 3561 TL
123,159,2020-03-18,0,empty,0,,,,,,,
124,167,2020-03-18,7,order,7,9901f614f80cca73ef80935dfc15d92f,143.0,Разбрасыватель KUHN 8114,KUHN,TL,Прицепное оборудование,TL-8114
125,165,2020-03-18,6,order,6,27c72b1a2d8d06e6a60cafda7723f25f,105.0,Борона KUHN TDH 8210-36Q,KUHN,TL,Прицепное оборудование,TL-TDH 8210-36Q
126,73,2020-03-18,-1,delivery,1,949afbc334eaecd2b5461f10085dba35,216.0,Зерноуборочный комбайн John Deere S660 [343hp] (Combine rotary; Class VII),John Deere,HARV,Зерноуборочные комбайны,HARV-S660 [343hp]
127,171,2020-03-19,0,empty,0,,,,,,,
128,172,2020-03-20,0,empty,0,,,,,,,
129,82,2020-03-20,-3,delivery,5,4a7573e41e76fbb16b2eb2c7f946c540,2.0,Самоходный опрыскиватель John Deere R4023,John Deere,SPR,Опрыскиватели,SPR-R4023
130,173,2020-03-21,0,empty,0,,,,,,,
131,174,2020-03-22,0,empty,0,,,,,,,
132,175,2020-03-23,0,empty,0,,,,,,,
133,176,2020-03-24,0,empty,0,,,,,,,
134,177,2020-03-25,0,empty,0,,,,,,,
135,178,2020-03-25,9,order,9,dec07494457116786d69c377f4924749,42.0,Фронтальные навесные погрузчики John Deere 562,John Deere,TL,Прицепное оборудование,TL-562
136,181,2020-03-25,10,order,10,739c58fb63c82229179bda44d208ac58,129.0,Косилка-плющилка KUHN FC 9530,KUHN,TL,Прицепное оборудование,TL-FC 9530
137,186,2020-03-25,1,order,1,b6949425b77f83e2de0ed5d7cf36694c,204.0,Трактор John Deere 9460RT [460hp] (Tractor Track; Tractor Track),John Deere,TR,Тракторы,TR-9460RT [460hp]
138,188,2020-03-25,7,order,7,ff8720ca8c659924c35b16227ce3fe36,56.0,Сеялки точного высева John Deere 1775,John Deere,TL,Прицепное оборудование,TL-1775
139,52,2020-03-26,-1,delivery,1,58a1ceefc7aa42d0208333e3fad2d4f2,7.0,Самоходный опрыскиватель John Deere R4140i,John Deere,SPR,Опрыскиватели,SPR-R4140i
140,191,2020-03-26,0,empty,0,,,,,,,
141,64,2020-03-26,-3,delivery,0,4367416b52d4bf05f147cfae07984ed2,53.0,Сеялки точного высева John Deere 1715,John Deere,TL,Прицепное оборудование,TL-1715
142,58,2020-03-26,-5,delivery,0,78d3fa516636ea3d83724e418636da1b,77.0,Почвообрабатывающая техника John Deere 2633,John Deere,TL,Прицепное оборудование,TL-2633
143,192,2020-03-27,0,empty,0,,,,,,,
144,26,2020-03-27,-1,delivery,0,10244178fdc1fca2bd550f8d76cf526a,92.0,погрузчик JCB JCB 541-70,JCB,LDR,Погрузчики,LDR-JCB 541-70
145,193,2020-03-28,0,empty,0,,,,,,,
146,194,2020-03-29,0,empty,0,,,,,,,
147,168,2020-03-29,-1,delivery,6,9901f614f80cca73ef80935dfc15d92f,143.0,Разбрасыватель KUHN 8114,KUHN,TL,Прицепное оборудование,TL-8114
148,195,2020-03-30,0,empty,0,,,,,,,
149,196,2020-03-31,0,empty,0,,,,,,,
150,197,2020-04-01,0,empty,0,,,,,,,
151,200,2020-04-01,3,order,3,5aff4f82ad4cceb7c2f3fa84c58f1f2f,68.0,Почвообрабатывающая техника John Deere 2430,John Deere,TL,Прицепное оборудование,TL-2430
152,198,2020-04-01,7,order,7,4cfeeff4e9d933d1ac6c1117cd5a5f71,95.0,погрузчик JCB JCB 527-58 AGRI,JCB,LDR,Погрузчики,LDR-JCB 527-58 AGRI
153,203,2020-04-01,10,order,10,94ba74ff204a607799670efd0f9aa0b0,42.0,Фронтальные навесные погрузчики John Deere 562,John Deere,TL,Прицепное оборудование,TL-562
154,209,2020-04-02,0,empty,0,,,,,,,
155,44,2020-04-02,-1,delivery,0,c0d19c1643d4f259a67a3d6a7eee0272,207.0,Трактор John Deere 9520RT [520hp] (Tractor Track; Tractor Track),John Deere,TR,Тракторы,TR-9520RT [520hp]
156,210,2020-04-03,0,empty,0,,,,,,,
157,211,2020-04-04,0,empty,0,,,,,,,
158,212,2020-04-05,0,empty,0,,,,,,,
159,94,2020-04-06,-3,delivery,1,74bdfc5704619202d81fdc6f9b9b694b,36.0,Косилки-плющилки John Deere F310R,John Deere,TL,Прицепное оборудование,TL-F310R
160,213,2020-04-06,0,empty,0,,,,,,,
161,130,2020-04-07,-4,delivery,5,c96631efa1370ced418b700160e969b4,48.0,Пневматическая сеялка John Deere N500F ,John Deere,TL,Прицепное оборудование,TL-N500F 
162,214,2020-04-07,0,empty,0,,,,,,,
163,216,2020-04-08,9,order,9,2dd3fda0175663878c95376ea688fd87,154.0,Трактор John Deere 9330 [388hp] (Tractor 4WD; CCH),John Deere,TR,Тракторы,TR-9330 [388hp]
164,215,2020-04-08,0,empty,0,,,,,,,
165,220,2020-04-09,0,empty,0,,,,,,,
166,221,2020-04-10,0,empty,0,,,,,,,
167,222,2020-04-11,0,empty,0,,,,,,,
168,182,2020-04-12,-5,delivery,5,739c58fb63c82229179bda44d208ac58,129.0,Косилка-плющилка KUHN FC 9530,KUHN,TL,Прицепное оборудование,TL-FC 9530
169,223,2020-04-12,0,empty,0,,,,,,,
170,161,2020-04-13,-4,delivery,1,70ffc0f6dba9be31b0f9c44bef922d4e,131.0,Косилка-плющилка KUHN FC 3561 TL,KUHN,TL,Прицепное оборудование,TL-FC 3561 TL
171,224,2020-04-13,0,empty,0,,,,,,,
172,113,2020-04-13,-3,delivery,7,89af46d896a3c6421bd571ae81bba317,139.0,Пресс-подборщик KUHN 	VB 2285,KUHN,TL,Прицепное оборудование,TL-	VB 2285
173,225,2020-04-14,0,empty,0,,,,,,,
174,226,2020-04-15,2,order,2,4841332a6e844b81f419badc15ae0f20,24.0,Пресс-подборщик John Deere L634,John Deere,TL,Прицепное оборудование,TL-L634
175,237,2020-04-15,6,order,6,79760a56067bc226c1593fe972a401ce,176.0,Трактор John Deere 6140M [140hp] (Tractor MFWD; APH),John Deere,TR,Тракторы,TR-6140M [140hp]
176,232,2020-04-15,9,order,9,d9e581986b1a99415cffcb88ab40b114,105.0,Борона KUHN TDH 8210-36Q,KUHN,TL,Прицепное оборудование,TL-TDH 8210-36Q
177,236,2020-04-15,0,empty,0,,,,,,,
178,228,2020-04-15,7,order,7,a14877c11d10b74c92d0944f0edf024c,135.0,Пресс-подборщик KUHN FB 3135,KUHN,TL,Прицепное оборудование,TL-FB 3135
179,199,2020-04-16,-7,delivery,0,4cfeeff4e9d933d1ac6c1117cd5a5f71,95.0,погрузчик JCB JCB 527-58 AGRI,JCB,LDR,Погрузчики,LDR-JCB 527-58 AGRI
180,166,2020-04-16,-6,delivery,0,27c72b1a2d8d06e6a60cafda7723f25f,105.0,Борона KUHN TDH 8210-36Q,KUHN,TL,Прицепное оборудование,TL-TDH 8210-36Q
181,104,2020-04-16,-5,delivery,0,d7591681fa50e6ec9540e240e989a3a9,145.0,Разбрасыватель KUHN 8124,KUHN,TL,Прицепное оборудование,TL-8124
182,241,2020-04-16,0,empty,0,,,,,,,
183,242,2020-04-17,0,empty,0,,,,,,,
184,74,2020-04-17,-1,delivery,0,949afbc334eaecd2b5461f10085dba35,216.0,Зерноуборочный комбайн John Deere S660 [343hp] (Combine rotary; Class VII),John Deere,HARV,Зерноуборочные комбайны,HARV-S660 [343hp]
185,243,2020-04-18,0,empty,0,,,,,,,
186,127,2020-04-18,-7,delivery,3,fa226867f1f65be59358a44db92d2d1f,3.0,Самоходный опрыскиватель John Deere 4630,John Deere,SPR,Опрыскиватели,SPR-4630
187,29,2020-04-18,-2,delivery,0,7fbda2b70be210d5a6530b0f40e4299d,6.0,Самоходный опрыскиватель John Deere M4040,John Deere,SPR,Опрыскиватели,SPR-M4040
188,244,2020-04-19,0,empty,0,,,,,,,
189,187,2020-04-20,-1,delivery,0,b6949425b77f83e2de0ed5d7cf36694c,204.0,Трактор John Deere 9460RT [460hp] (Tractor Track; Tractor Track),John Deere,TR,Тракторы,TR-9460RT [460hp]
190,217,2020-04-20,-6,delivery,3,2dd3fda0175663878c95376ea688fd87,154.0,Трактор John Deere 9330 [388hp] (Tractor 4WD; CCH),John Deere,TR,Тракторы,TR-9330 [388hp]
191,245,2020-04-20,0,empty,0,,,,,,,
192,189,2020-04-21,-3,delivery,4,ff8720ca8c659924c35b16227ce3fe36,56.0,Сеялки точного высева John Deere 1775,John Deere,TL,Прицепное оборудование,TL-1775
193,246,2020-04-21,0,empty,0,,,,,,,
194,247,2020-04-22,0,empty,0,,,,,,,
195,248,2020-04-22,6,order,6,53f621c2fb97f16d7a55f504186fcfb7,93.0,погрузчик JCB JCB 535-95,JCB,LDR,Погрузчики,LDR-JCB 535-95
196,179,2020-04-23,-7,delivery,2,dec07494457116786d69c377f4924749,42.0,Фронтальные навесные погрузчики John Deere 562,John Deere,TL,Прицепное оборудование,TL-562
197,251,2020-04-23,0,empty,0,,,,,,,
198,252,2020-04-24,0,empty,0,,,,,,,
199,253,2020-04-25,0,empty,0,,,,,,,
200,254,2020-04-26,0,empty,0,,,,,,,
201,183,2020-04-26,-1,delivery,4,739c58fb63c82229179bda44d208ac58,129.0,Косилка-плющилка KUHN FC 9530,KUHN,TL,Прицепное оборудование,TL-FC 9530
202,204,2020-04-26,-2,delivery,8,94ba74ff204a607799670efd0f9aa0b0,42.0,Фронтальные навесные погрузчики John Deere 562,John Deere,TL,Прицепное оборудование,TL-562
203,61,2020-04-27,-1,delivery,0,9d74f1faf109e25fbc63b28dcfbfc6a1,191.0,Трактор John Deere 8320R [320hp] (Tractor MFWD; CCH),John Deere,TR,Тракторы,TR-8320R [320hp]
204,229,2020-04-27,-5,delivery,2,a14877c11d10b74c92d0944f0edf024c,135.0,Пресс-подборщик KUHN FB 3135,KUHN,TL,Прицепное оборудование,TL-FB 3135
205,255,2020-04-27,0,empty,0,,,,,,,
206,83,2020-04-28,-2,delivery,3,4a7573e41e76fbb16b2eb2c7f946c540,2.0,Самоходный опрыскиватель John Deere R4023,John Deere,SPR,Опрыскиватели,SPR-R4023
207,139,2020-04-28,-1,delivery,2,7657cd6ac1631c0a640d792924a302eb,96.0,погрузчик JCB JCB 536-60 Agri,JCB,LDR,Погрузчики,LDR-JCB 536-60 Agri
208,256,2020-04-28,0,empty,0,,,,,,,
209,125,2020-04-28,-5,delivery,0,67784b06bc796eb610b03bc627279924,177.0,Трактор John Deere 6150M [150hp] (Tractor MFWD; CCM),John Deere,TR,Тракторы,TR-6150M [150hp]
210,272,2020-04-29,0,empty,0,,,,,,,
211,270,2020-04-29,4,order,4,b97ae6fb93e80021d22235e1f62ad87f,3.0,Самоходный опрыскиватель John Deere 4630,John Deere,SPR,Опрыскиватели,SPR-4630
212,266,2020-04-29,5,order,5,0c5da1a6260e64ed5a1c704464a6bc9c,25.0,Пресс-подборщик John Deere S160,John Deere,TL,Прицепное оборудование,TL-S160
213,257,2020-04-29,1,order,1,55e24cf493b6b08539b00e535f7c70c9,155.0,Трактор John Deere 9410R [410hp] (Tractor 4WD; Tractor 4WD),John Deere,TR,Тракторы,TR-9410R [410hp]
214,262,2020-04-29,4,order,4,838ca2d4697d54be7eb586b82917b6e4,6.0,Самоходный опрыскиватель John Deere M4040,John Deere,SPR,Опрыскиватели,SPR-M4040
215,259,2020-04-29,8,order,8,1a71ff5f371c3476728bd824db14b313,68.0,Почвообрабатывающая техника John Deere 2430,John Deere,TL,Прицепное оборудование,TL-2430
216,201,2020-04-29,-2,delivery,1,5aff4f82ad4cceb7c2f3fa84c58f1f2f,68.0,Почвообрабатывающая техника John Deere 2430,John Deere,TL,Прицепное оборудование,TL-2430
217,273,2020-04-30,0,empty,0,,,,,,,
218,274,2020-05-01,0,empty,0,,,,,,,
219,87,2020-05-01,-2,delivery,4,e95dd6b3e4e4943cbf118ac21048ca8f,144.0,Разбрасыватель KUHN 8118,KUHN,TL,Прицепное оборудование,TL-8118
220,149,2020-05-02,-3,delivery,4,86b3d4335032c1109918de016525338f,152.0,Разбрасыватель KUHN PSC 171,KUHN,TL,Прицепное оборудование,TL-PSC 171
221,164,2020-05-02,-1,delivery,0,bc845d2fcb2f946a1c687f9705ac8bc2,196.0,Трактор John Deere 8430 [305hp] (Tractor MFWD; CCH),John Deere,TR,Тракторы,TR-8430 [305hp]
222,275,2020-05-02,0,empty,0,,,,,,,
223,276,2020-05-03,0,empty,0,,,,,,,
224,277,2020-05-04,0,empty,0,,,,,,,
225,278,2020-05-05,0,empty,0,,,,,,,
226,280,2020-05-06,4,order,4,fe332cffe278cb457ce4bf21eebe1c87,175.0,Трактор John Deere 6135B [135hp] (Tractor MFWD; APH),John Deere,TR,Тракторы,TR-6135B [135hp]
227,279,2020-05-06,0,empty,0,,,,,,,
228,230,2020-05-07,-1,delivery,1,a14877c11d10b74c92d0944f0edf024c,135.0,Пресс-подборщик KUHN FB 3135,KUHN,TL,Прицепное оборудование,TL-FB 3135
229,283,2020-05-07,0,empty,0,,,,,,,
230,53,2020-05-08,-1,delivery,0,58a1ceefc7aa42d0208333e3fad2d4f2,7.0,Самоходный опрыскиватель John Deere R4140i,John Deere,SPR,Опрыскиватели,SPR-R4140i
231,284,2020-05-08,0,empty,0,,,,,,,
232,285,2020-05-09,0,empty,0,,,,,,,
233,286,2020-05-10,0,empty,0,,,,,,,
234,287,2020-05-11,0,empty,0,,,,,,,
235,288,2020-05-12,0,empty,0,,,,,,,
236,289,2020-05-13,6,order,6,d4920dde847dc45bf41789096cd5762e,67.0,Почвообрабатывающая техника John Deere 915,John Deere,TL,Прицепное оборудование,TL-915
237,292,2020-05-13,4,order,4,8648d7e8a42ec04ea61e018240f8325a,186.0,Трактор John Deere 8245R [245hp] (Tractor MFWD; CCM),John Deere,TR,Тракторы,TR-8245R [245hp]
238,295,2020-05-13,9,order,9,7ac230c65b18668b4c6eee9e37014e7c,112.0,Культиватор KUHN PERFORMER 5000,KUHN,TL,Прицепное оборудование,TL-PERFORMER 5000
239,302,2020-05-13,0,empty,0,,,,,,,
240,300,2020-05-13,7,order,7,bea7afd1063704bb79364590120df8ec,103.0,Борона KUHN TDH 8210-34,KUHN,TL,Прицепное оборудование,TL-TDH 8210-34
241,303,2020-05-14,0,empty,0,,,,,,,
242,238,2020-05-15,-1,delivery,5,79760a56067bc226c1593fe972a401ce,176.0,Трактор John Deere 6140M [140hp] (Tractor MFWD; APH),John Deere,TR,Тракторы,TR-6140M [140hp]
243,304,2020-05-15,0,empty,0,,,,,,,
244,305,2020-05-16,0,empty,0,,,,,,,
245,95,2020-05-16,-1,delivery,0,74bdfc5704619202d81fdc6f9b9b694b,36.0,Косилки-плющилки John Deere F310R,John Deere,TL,Прицепное оборудование,TL-F310R
246,306,2020-05-17,0,empty,0,,,,,,,
247,307,2020-05-18,0,empty,0,,,,,,,
248,218,2020-05-18,-1,delivery,2,2dd3fda0175663878c95376ea688fd87,154.0,Трактор John Deere 9330 [388hp] (Tractor 4WD; CCH),John Deere,TR,Тракторы,TR-9330 [388hp]
249,308,2020-05-19,0,empty,0,,,,,,,
